18864.00 167119.7
18865.55 167119.1
18872.38 167109.7
18878.77 167101.2
18881.03 167097.6
18883.89 167093.1
18889.86 167084.6
18891.15 167082.2
18905.65 167055.2
18926.12 167017.3
18933.34 167003.0
18933.34 166999.6
18932.84 166990.4
18932.91 166979.9
18932.91 166965.9
18931.85 166939.9
18927.63 166924.1
18926.23 166909.0
18924.12 166880.9
18924.46 166861.4
18924.47 166860.8
18924.01 166850.6
18924.34 166839.9
18924.78 166836.3
18925.30 166831.9
18926.92 166825.4
18928.28 166821.7
18929.50 166818.4
18931.43 166812.9
18933.69 166807.1
18936.59 166800.7
18939.81 166795.8
18943.68 166790.7
18948.19 166785.8
18952.38 166782.3
18958.18 166778.1
18963.99 166772.6
18968.18 166766.8
18971.40 166760.7
18972.69 166757.2
18975.59 166745.9
18978.82 166732.4
18981.07 166725.3
18981.58 166721.2
18982.04 166717.6
18984.17 166659.2
18984.60 166647.4
18984.68 166646.7
18986.52 166612.0
18989.19 166612.8
18992.35 166615.2
18993.94 166616.1
18995.27 166614.5
18997.22 166614.0
19000.38 166612.1
19003.05 166610.1
19007.43 166605.7
19009.38 166604.8
19012.05 166603.3
19014.97 166602.6
19018.38 166601.1
19020.32 166600.1
19023.24 166596.0
19025.43 166593.8
19026.40 166591.6
19028.10 166589.0
19031.27 166585.6
19033.94 166582.4
19035.65 166580.2
19038.56 166578.8
19041.00 166575.4
19043.67 166572.7
19046.35 166570.5
19048.54 166568.3
19050.97 166565.9
19053.40 166564.7
19054.86 166562.7
19056.56 166560.1
19057.53 166557.2
19058.02 166553.8
19058.26 166548.4
19058.02 166543.3
19057.95 166538.2
19057.95 166534.3
19058.47 166532.7
19060.32 166527.2
19060.72 166525.8
19062.57 166524.7
19064.55 166523.3
19068.60 166519.7
19069.73 166515.8
19074.26 166514.1
19077.66 166509.6
19082.18 166502.8
19083.29 166501.4
19087.84 166496.0
19092.37 166488.6
19093.50 166482.4
19094.63 166472.8
19095.20 166465.5
19098.60 166459.8
19107.08 166454.7
19116.70 166449.6
19126.89 166446.8
19132.55 166444.0
19137.85 166442.4
19142.91 166440.1
19149.23 166438.3
19155.19 166435.5
19160.61 166430.8
19164.41 166424.7
19167.64 166419.1
19172.73 166413.5
19174.27 166409.5
19177.05 166406.3
19175.28 166401.2
19174.27 166395.1
19172.75 166388.1
19171.23 166381.3
19169.72 166377.7
19165.92 166373.2
19162.38 166369.1
19154.54 166360.5
19150.50 166356.2
19150.24 166354.0
