
1970   3.70000       2.90000       3.70000       6.70000       13.0000       16.4000       15.2000       16.0000       14.4000       10.7000       7.80000       4.30000       3.30000       7.80000       15.8667       10.9667       5.33333       13.6167       9.56667       9.60000       4.48500       3.91500       5.52000       7.65500       11.0700       14.2100       15.7700       15.7400       13.4500       10.6250       6.12000       5.07000       4.40500       8.08167       15.2400       10.0650       5.92167       12.9825       9.46917       9.43042    
1971   4.50000       4.50000       4.90000       7.90000       11.6000       12.4000       16.9000       15.6000       14.0000       11.3000       6.00000       6.60000       4.43333       8.13333       14.9667       10.4333       6.11667       13.0667       9.68333       9.51667       4.81000       3.92000       5.41500       7.71500       11.0350       14.2900       16.1250       16.0750       13.4900       10.5950       6.24500       4.92500       4.60000       8.05500       15.4967       10.1100       5.99333       13.1217       9.55333       9.49667    
1972   3.90000       4.30000       6.50000       8.20000       10.5000       11.8000       15.6000       15.1000       11.7000       10.6000       6.30000       5.80000       4.93333       8.40000       14.1667       9.53333       6.43333       12.1500       9.19167       9.63333       4.87500       3.85000       5.32500       7.73500       11.1000       14.2800       16.2700       16.1950       13.4600       10.6700       6.34000       4.84500       4.55000       8.05333       15.5817       10.1567       5.96917       13.1733       9.57875       9.55167    
1973   4.50000       4.30000       6.20000       7.00000       11.4000       14.8000       15.6000       16.5000       14.3000       9.00000       6.00000       4.90000       4.86667       8.20000       15.6333       9.76667       6.28333       13.2667       9.54167       9.44167       4.74000       3.88500       5.34000       7.63000       11.2050       14.1350       16.2200       16.1500       13.4650       10.6900       6.50000       4.98500       4.49000       8.05833       15.5017       10.2183       5.97000       13.1342       9.57875       9.55958    
1974   5.90000       5.40000       5.80000       8.20000       11.0000       13.9000       15.2000       15.2000       12.1000       7.80000       6.80000       8.10000       5.40000       8.33333       14.7667       8.90000       6.16667       12.6000       9.61667       9.70833       4.39500       3.94000       5.43000       7.57000       11.2400       14.0800       16.1800       16.0550       13.4600       10.5750       6.67000       5.15500       4.44000       8.08000       15.4383       10.2350       5.99000       13.0975       9.56250       9.55542    
1975   6.80000       4.40000       4.80000       8.30000       9.90000       14.7000       17.4000       18.7000       13.5000       9.90000       6.30000       5.30000       6.43333       7.66667       16.9333       9.90000       6.45000       13.7500       10.0000       9.50833       4.03000       4.09000       5.55000       7.69500       11.0900       13.9500       16.1250       15.9750       13.4550       10.4050       6.68000       5.34500       4.42500       8.11167       15.3500       10.1800       6.01167       13.0483       9.53250       9.54167    
1976   5.90000       4.50000       4.80000       8.10000       12.1000       17.0000       18.7000       17.6000       13.4000       10.6000       6.30000       2.00000       5.23333       8.33333       17.7667       10.1000       6.11667       14.4833       10.0833       10.2917       3.98000       4.15500       5.75000       7.79500       10.9800       13.8600       16.0300       16.0000       13.4950       10.1850       6.71000       5.09500       4.49333       8.17500       15.2967       10.1300       6.05250       13.0267       9.50292       9.54208    
1977   2.80000       5.20000       6.90000       7.20000       10.6000       12.2000       15.9000       15.2000       13.3000       11.8000       6.60000       6.10000       3.33333       8.23333       14.4333       10.5667       5.63333       12.4000       9.48333       9.45833       3.93500       4.10500       5.88000       7.81000       11.0150       14.0850       16.0050       16.0600       13.6450       10.0250       6.88500       4.71000       4.37833       8.23500       15.3833       10.1850       5.98500       13.1033       9.51333       9.52875    
1978   3.40000       2.80000       6.70000       6.50000       11.7000       13.7000       14.8000       15.0000       14.2000       11.9000       8.50000       3.90000       4.10000       8.30000       14.5000       11.5333       6.23333       12.6500       9.42500       9.47500       3.98000       4.00000       5.87000       7.82000       11.0150       14.2500       16.2450       16.1300       13.7400       10.0750       7.04500       4.67500       4.23000       8.23500       15.5417       10.2867       5.91167       13.2000       9.57042       9.52208    
1979 -0.400000       1.20000       4.70000       7.80000       10.0000       13.9000       16.2000       14.9000       13.5000       11.3000       6.80000       5.80000       1.56667       7.50000       15.0000       10.5333       4.96667       12.7167       8.80833       8.79167       3.98500       3.76500       5.82500       7.80500       10.9050       14.2600       16.5250       16.2900       13.7900       10.3150       7.18000       4.56500       4.14167       8.17833       15.6917       10.4283       5.89500       13.2625       9.60083       9.53792    
1980   2.30000       5.70000       4.70000       8.80000       11.2000       13.8000       14.7000       15.9000       14.7000       9.00000       6.60000       5.60000       4.60000       8.23333       14.8000       10.1000       6.10000       13.1833       9.41667       9.58333       3.58000       3.54500       5.76500       7.80000       10.9000       14.1900       16.5500       16.2050       13.9250       10.5350       7.13000       4.47000       3.89667       8.15500       15.6483       10.5300       5.82500       13.2617       9.54958       9.53708    
