"DATA" "PLUV" "TMAX" "TMED" "TMIN" "UMID" "ANO"
"01/01/1996" 0 30.9 26.8 23.4 77.2 1996
"02/01/1996" 0 31.2 27.4 24.1 72.5 1996
"03/01/1996" 0 31.5 27.2 24.1 76.5 1996
"04/01/1996" 0.1 31.2 27.3 24.6 68.2 1996
"05/01/1996" 0 30.6 26.9 24 75.8 1996
"06/01/1996" 8.4 30.4 26.7 23.9 74.7 1996
"07/01/1996" 0 30.4 27 24.1 73.7 1996
"08/01/1996" 0 31.2 27.4 25 75.2 1996
"09/01/1996" 0.2 31.8 27.5 25.2 79.3 1996
"10/01/1996" 0 30.8 27.5 24.6 76.8 1996
"11/01/1996" 0 31.5 27.5 24.4 73.5 1996
"12/01/1996" 0 30.8 27.1 24.5 77.5 1996
"13/01/1996" 0.1 30.9 27 24.6 74 1996
"14/01/1996" 0 30.4 27.2 23.6 74.5 1996
"15/01/1996" 0 30.6 27 23.6 78.5 1996
"16/01/1996" 1.6 30.4 27 24.1 78.5 1996
"17/01/1996" 0 30.9 27.2 24.6 72 1996
"18/01/1996" 0 31.7 27.4 24.6 80.8 1996
"19/01/1996" 0 33 27.7 25 80 1996
"20/01/1996" 0.1 32.4 28.3 25.5 71 1996
"21/01/1996" 0.2 31.3 27.7 25 72.5 1996
"22/01/1996" 6.7 30.4 26.8 23.8 72.5 1996
"23/01/1996" 0.1 30 26.6 24 74 1996
"24/01/1996" 1.8 31.8 27.4 25 80.5 1996
"25/01/1996" 0.5 32.8 27.9 24.5 72.2 1996
"26/01/1996" 0.1 31.2 27.7 25.1 72 1996
"27/01/1996" 4.6 28.3 25.6 23.6 91.3 1996
"28/01/1996" 29.3 31.1 27.3 23.1 78.3 1996
"29/01/1996" 0 30.5 27.2 25 80 1996
"30/01/1996" 2.6 30.5 27.5 24.8 79 1996
"31/01/1996" 0 30.9 27.4 24.8 75.7 1996
"01/02/1996" 0 31 27.6 25 73.7 1996
"02/02/1996" 0 32 27.7 25.2 78.8 1996
"03/02/1996" 0.1 31.7 27.8 25.1 75 1996
"04/02/1996" 0 31 27.4 24.2 73.2 1996
"05/02/1996" 0 31.3 27.4 24.8 78.8 1996
"06/02/1996" 0 31.2 28 25.8 73.3 1996
"07/02/1996" 0 31.9 27.6 25 74.5 1996
"08/02/1996" 0.1 31.9 27.9 25 75.5 1996
"09/02/1996" 0 31.4 27.6 24.9 73 1996
"10/02/1996" 0 32.3 27.5 24.3 71.2 1996
"11/02/1996" 0 30.8 27.3 24.5 74 1996
"12/02/1996" 0 31.5 27.9 24.8 77.5 1996
"13/02/1996" 24.8 29 25.5 22.2 85 1996
"14/02/1996" 0 30.7 27.2 24.7 77.5 1996
"15/02/1996" 6 29.6 26.3 21.9 81.5 1996
"16/02/1996" 6.4 29.5 25.4 21.6 87 1996
"17/02/1996" 21.2 28.2 26.6 23.9 84 1996
"18/02/1996" 27.6 28.2 26.4 24.1 88 1996
"19/02/1996" 5.2 30.4 26.3 22.3 83 1996
"20/02/1996" 0 31.3 27.6 25.2 75.8 1996
"21/02/1996" 0.1 29.8 27.3 25.4 83.5 1996
"22/02/1996" 5.6 31.1 27.8 25.2 82 1996
"23/02/1996" 0 31 27.9 25.5 80.8 1996
"24/02/1996" 0 30.8 27.5 24.6 76 1996
"25/02/1996" 4.6 30 26.9 23.7 74.8 1996
"26/02/1996" 0.6 30.7 27.3 24.5 75.8 1996
"27/02/1996" 0 31 27.6 25.7 73.8 1996
"28/02/1996" 0 30.4 27.4 25.5 76 1996
"29/02/1996" 0 30.7 28 25.8 75.7 1996
"01/03/1996" 0 31.7 28.3 25.3 76.5 1996
"02/03/1996" 0 31.5 27.9 25.4 78.5 1996
"03/03/1996" 2.6 29.9 27.4 25.9 78.5 1996
"04/03/1996" 0.1 31.2 27.7 24.6 72.7 1996
"05/03/1996" 0 32.3 28.4 25.4 77 1996
"06/03/1996" 0 31.4 28.2 26 79.3 1996
"07/03/1996" 3.6 32 27.9 25.5 80.5 1996
"08/03/1996" 4.9 31.7 28.2 25.1 76.3 1996
"09/03/1996" 0 31.1 27.9 26 78.3 1996
"10/03/1996" 0 30.9 27.7 24.8 74 1996
"11/03/1996" 0 30.7 27.9 25.6 76 1996
"12/03/1996" 0 30.9 27.7 26.2 83.8 1996
"13/03/1996" 0.5 32.3 28.4 25.6 76.2 1996
"14/03/1996" 0.1 31.6 28.6 26.2 74.3 1996
"15/03/1996" 0 31.6 28.1 25.8 82.3 1996
"16/03/1996" 2.1 31 27.9 26 77.5 1996
"17/03/1996" 0 32 28.1 25.8 80.5 1996
"18/03/1996" 0 32.6 28.9 26.4 69 1996
"19/03/1996" 10 29.2 26.7 23.5 78 1996
"20/03/1996" 12 29.1 25.8 23 85 1996
"21/03/1996" 0 31.2 27.7 23 77 1996
"22/03/1996" 0 31.6 27.8 23.7 77.5 1996
"23/03/1996" 0.1 32.1 28.4 25.6 76.3 1996
"24/03/1996" 0.1 31.5 28 25.4 79 1996
"25/03/1996" 0 31.3 28.2 25.6 81 1996
"26/03/1996" 0 32.1 28.7 26.1 73.8 1996
"27/03/1996" 3.8 31.5 27.5 24.4 77.7 1996
"28/03/1996" 0 29.9 27.4 25.1 77.5 1996
"29/03/1996" 0.1 30.1 27.3 24.5 88.5 1996
"30/03/1996" 20.1 34.1 28.3 25 85.7 1996
"31/03/1996" 0.3 31.3 27.6 25 80.8 1996
"01/04/1996" 0 31.2 27.9 25.4 75.3 1996
"02/04/1996" 4.8 30.6 26.8 23.8 86.5 1996
"03/04/1996" 4 31.2 28 25 76.8 1996
"04/04/1996" 4.8 30.7 27.1 24.5 80 1996
"05/04/1996" 1.6 29 26.1 23.7 92 1996
"06/04/1996" 31.8 28 25.8 23.6 87.3 1996
"07/04/1996" 7.4 28.8 27 24 84.2 1996
"08/04/1996" 33.4 29.3 25.9 23.1 85 1996
"09/04/1996" 94.4 27.8 24.8 22.6 88 1996
"10/04/1996" 6.8 28.1 25.3 22.3 92.5 1996
"11/04/1996" 31.2 29.1 25.4 22 85.5 1996
"12/04/1996" 0 29.8 27 23.8 80.5 1996
"13/04/1996" 0.2 30.8 27.5 24.8 81.2 1996
"14/04/1996" 2.2 30.5 27.1 24.2 77.8 1996
"15/04/1996" 0 30.4 27.7 26 75.7 1996
"16/04/1996" 2.6 30.1 27.2 24.5 77 1996
"17/04/1996" 3.4 29.4 26.5 25.2 82.8 1996
"18/04/1996" 0.5 30 27 24.5 79.8 1996
"19/04/1996" 0 28.6 26.9 25.5 86 1996
"20/04/1996" 5.4 26.8 25.1 23 92.3 1996
"21/04/1996" 232.5 27.1 25.3 22.6 74.5 1996
"22/04/1996" 25.3 27 24.8 22.1 80 1996
"23/04/1996" 2.8 27.2 25 22.4 89.8 1996
"24/04/1996" 110.4 27.4 25.4 23.4 91.7 1996
"25/04/1996" 7.4 29.2 26.1 23.7 86 1996
"26/04/1996" 2.8 29.2 26 23 88 1996
"27/04/1996" 0.1 29.5 26.5 23.4 75.5 1996
"28/04/1996" 0.1 28.2 25.4 23 90.8 1996
"29/04/1996" 64.5 25.7 24.5 23 95.7 1996
"30/04/1996" 77.7 26.2 24.5 22.4 91.2 1996
"01/05/1996" 6.6 27.4 25.4 22.7 87.8 1996
"02/05/1996" 0.4 28.2 25.6 24.4 84.5 1996
"03/05/1996" 0.1 28.5 26.4 23.6 83.5 1996
"04/05/1996" 0 28.8 26.4 23.8 86 1996
"05/05/1996" 3.3 27 25.5 22.8 83.8 1996
"06/05/1996" 12.4 27 25.6 22.8 70 1996
"07/05/1996" 0 27.6 25 23 78.5 1996
"08/05/1996" 1.2 27.3 25.6 23.6 71.2 1996
"09/05/1996" 0 27.7 26.2 25.2 74 1996
"10/05/1996" 1 27.7 25.1 23 86.7 1996
"11/05/1996" 3 27.9 25.5 22.8 81.5 1996
"12/05/1996" 0 27.2 25.3 23.2 82.3 1996
"13/05/1996" 5.3 26.8 25.5 23 75.2 1996
"14/05/1996" 0.6 27.8 25.6 24.3 76 1996
"15/05/1996" 0 27.2 24.6 23.7 83.2 1996
"16/05/1996" 0.1 29 25.3 22.8 82.2 1996
"17/05/1996" 0 27.9 26.3 23.9 82 1996
"18/05/1996" 2.8 26.6 25 23.6 93 1996
"19/05/1996" 56.8 27.8 25.2 22.9 93.3 1996
"20/05/1996" 1.4 27.9 25.9 23.6 91 1996
"21/05/1996" 0 27.2 25.5 24.5 89.2 1996
"22/05/1996" 1.8 27.6 26 23.6 81.8 1996
"23/05/1996" 0 27.7 25.9 25 83 1996
"24/05/1996" 5.8 27 25 23.2 83.2 1996
"25/05/1996" 1.7 26.2 24.7 22.2 74.2 1996
"26/05/1996" 4.6 26.6 24.3 22 80.3 1996
"27/05/1996" 0.5 26.3 24 22.1 82.7 1996
"28/05/1996" 14.5 25 23.3 21.3 91 1996
"29/05/1996" 26.9 24.2 22.4 21.7 96.3 1996
"30/05/1996" 36.6 25.2 23.4 20.6 83 1996
"31/05/1996" 0.3 26.6 24.8 22.5 75.2 1996
"01/06/1996" 0 27 25.3 23.9 77.2 1996
"02/06/1996" 0.1 28.2 25.9 24.3 77 1996
"03/06/1996" 0 26.4 24.6 23 87.7 1996
"04/06/1996" 8.7 25.5 24.3 21.5 72.5 1996
"05/06/1996" 1.8 25.4 23 21.7 93.5 1996
"06/06/1996" 51 27.6 24 21 85.3 1996
"07/06/1996" 0.3 32.5 24.9 22 91.2 1996
"08/06/1996" 16 27 24.9 22.8 81.5 1996
"09/06/1996" 4.4 26.7 24.6 22.5 78 1996
"10/06/1996" 0.8 25.6 23.2 21.7 88 1996
"11/06/1996" 14.8 24 22.8 21.4 92.5 1996
"12/06/1996" 17.8 25.5 23.9 21.6 87.5 1996
"13/06/1996" 15.5 24.9 22.9 21.8 91.7 1996
"14/06/1996" 6.5 26.5 23.6 22 79.8 1996
"15/06/1996" 0.6 27.2 24 21.8 87.7 1996
"16/06/1996" 0.7 25.3 23.8 21.7 85.5 1996
"17/06/1996" 15.5 26.7 23.9 21.7 89.3 1996
"18/06/1996" 0 26.8 24.4 22.2 76.8 1996
"19/06/1996" 0.1 27 24.1 22.5 85 1996
"20/06/1996" 1.8 25.7 24 22.5 89.8 1996
"21/06/1996" 8 27.7 24.8 22.3 82.7 1996
"22/06/1996" 0 27.2 24.8 23.3 77.8 1996
"23/06/1996" 0 27.1 24.7 22.8 77.5 1996
"24/06/1996" 0.1 27.3 25 23.2 77.7 1996
"25/06/1996" 0 26.6 23.9 22.7 91.2 1996
"26/06/1996" 11.3 25.3 23.5 21.9 90 1996
"27/06/1996" 0.7 25.1 23.2 21.8 87.8 1996
"28/06/1996" 2.2 27.6 24.3 21.5 81.5 1996
"29/06/1996" 0 26.1 24 22.2 81.7 1996
"30/06/1996" 0 27.4 25 22.2 79 1996
"01/07/1996" 5.6 25 23.7 22.1 88.3 1996
"02/07/1996" 11.2 25.9 22.9 21.2 92.7 1996
"03/07/1996" 16.6 24.7 23.1 21.4 84.8 1996
"04/07/1996" 6.4 25.5 23.2 21.3 88 1996
"05/07/1996" 0 26.8 24.4 22 77.5 1996
"06/07/1996" 0.1 27.2 25 23.6 74.7 1996
"07/07/1996" 0.1 26.6 24.5 23.4 74.8 1996
"08/07/1996" 0.6 26.8 24.5 22.7 77.8 1996
"09/07/1996" 0 26.9 24.4 22.6 77 1996
"10/07/1996" 0 26.8 24.1 22.5 75 1996
"11/07/1996" 0 25.9 23.5 21.7 79 1996
"12/07/1996" 0 26.4 23.8 21 82.3 1996
"13/07/1996" 0.1 27.2 24.5 22 75.3 1996
"14/07/1996" 0 26.8 24.8 23.3 74.7 1996
"15/07/1996" 0.8 27 24.6 22.7 77 1996
"16/07/1996" 30.7 24.6 23.2 21.2 83.5 1996
"17/07/1996" 12.3 26.1 24 21.2 73.5 1996
"18/07/1996" 0.6 25.9 23.1 21.6 82.2 1996
"19/07/1996" 2.5 24.6 22.5 21.2 92 1996
"20/07/1996" 21.1 27.3 24 21.2 79.7 1996
"21/07/1996" 0.1 25.8 23.2 21.2 85.7 1996
"22/07/1996" 0 25.8 23.3 21.1 86.5 1996
"23/07/1996" 39.1 24.6 22.9 20.2 72 1996
"24/07/1996" 0.2 24.3 22.5 21 72.8 1996
"25/07/1996" 1.2 24.5 22.8 20.5 78.3 1996
"26/07/1996" 15.6 23.8 21 20 92 1996
"27/07/1996" 10.1 25.3 23 20 75.2 1996
"28/07/1996" 0.1 25 23.2 21.2 80.3 1996
"29/07/1996" 4.2 26.7 24.2 20.6 76.7 1996
"30/07/1996" 0 25.6 23.5 21 89 1996
"31/07/1996" 23.6 24.7 22.8 19.9 81 1996
"01/08/1996" 9 26 23.6 20.8 80 1996
"02/08/1996" 20 26.1 23.2 21.2 85.7 1996
"03/08/1996" 16.4 26.4 24.1 21.8 79.3 1996
"04/08/1996" 2.3 25.4 23.9 22.9 NA 1996
"05/08/1996" NA 25.4 23.6 21.5 78.5 1996
"06/08/1996" 0 25.8 24.3 23.4 79.7 1996
"07/08/1996" 0 26.4 23.9 22.7 85.5 1996
"08/08/1996" 0.2 26.7 24.2 22.4 80 1996
"09/08/1996" 0 26 23.8 22.6 90 1996
"10/08/1996" 3.3 27.2 24.4 22.6 86 1996
"11/08/1996" 0 27.8 24.4 21.9 82.2 1996
"12/08/1996" 0 27.8 24.7 22.2 80.2 1996
"13/08/1996" 6 25.8 23.9 22.5 89.3 1996
"14/08/1996" 6 25.6 23.1 21.6 79.3 1996
"15/08/1996" 0.1 25.3 22.9 21.6 71.5 1996
"16/08/1996" 0 26 23.8 21.1 69.8 1996
"17/08/1996" 0 24.9 23.3 20.6 81.7 1996
"18/08/1996" 12.5 24.9 22.7 20.8 80.5 1996
"19/08/1996" 0.8 24.6 22.9 21.2 73.7 1996
"20/08/1996" 0.8 25.2 22.8 20.2 81 1996
"21/08/1996" 0.4 25.6 23.2 22 82.5 1996
"22/08/1996" 9.3 23.6 21.9 21.1 91.2 1996
"23/08/1996" 2.7 26.7 24.1 21.4 69.5 1996
"24/08/1996" 0 25 22.6 20.5 83.2 1996
"25/08/1996" 29.2 26.6 23.3 20.2 80.8 1996
"26/08/1996" 0 25.7 23.6 22 75.2 1996
"27/08/1996" 0 26 23.8 22 77.5 1996
"28/08/1996" 0 27 23.8 21.7 81.7 1996
"29/08/1996" 0.1 27.4 24.8 22.2 81 1996
"30/08/1996" 4.2 27.2 23.7 21.1 86.7 1996
"31/08/1996" 0.8 26.8 24.3 23 79 1996
"01/09/1996" 0.1 26.8 24.4 22.4 82 1996
"02/09/1996" 0 27.8 24.7 22.3 77.7 1996
"03/09/1996" 0 28.6 25.5 22.4 81.5 1996
"04/09/1996" 0 28.9 25.5 23.1 81.8 1996
"05/09/1996" 0.1 28 24.9 23 72.5 1996
"06/09/1996" 0 28 24.8 22.8 77.3 1996
"07/09/1996" 0 25.8 23.3 21.6 88.3 1996
"08/09/1996" 12.5 27 24.1 21.3 86.3 1996
"09/09/1996" 0.8 26.1 24.4 22.4 82.5 1996
"10/09/1996" 0.6 28 25.2 23.1 74.2 1996
"11/09/1996" 0 27.1 24.4 22.1 87.3 1996
"12/09/1996" 5.1 27.2 24.5 21.9 79.3 1996
"13/09/1996" 4 27.4 23.4 21.1 84.2 1996
"14/09/1996" 16 26.2 23 20.1 81 1996
"15/09/1996" 51.6 26 22.5 19.8 88 1996
"16/09/1996" 16.2 26.2 23.3 19.8 83.2 1996
"17/09/1996" 0 26.8 23.8 19.8 87.7 1996
"18/09/1996" 0.1 27.8 24.9 22.7 85.7 1996
"19/09/1996" 0.3 26 24.4 23.1 90.3 1996
"20/09/1996" 11.7 25 23.3 21.8 91.3 1996
"21/09/1996" 45.6 23.5 22.3 20.6 93.8 1996
"22/09/1996" 10.4 27.2 23.9 20.3 88 1996
"23/09/1996" 1 27.2 24.3 22.4 79.5 1996
"24/09/1996" 0.1 27.6 24.7 22.7 80 1996
"25/09/1996" 0 27.2 24.1 22.2 81.2 1996
"26/09/1996" 0.4 27.3 24.3 20.7 80 1996
"27/09/1996" 0 27.6 24.5 22.7 84.5 1996
"28/09/1996" 26.6 25.9 24.1 21.6 88.5 1996
"29/09/1996" 2.2 26.8 24.5 22.5 84 1996
"30/09/1996" 1.4 27.3 24.8 23.1 85 1996
"01/10/1996" 0 27.7 25.2 22.7 82.3 1996
"02/10/1996" 2 28 24.9 22.3 82.7 1996
"03/10/1996" 2.4 25.5 24 22.1 88 1996
"04/10/1996" 34.9 26.2 24.1 22 94.8 1996
"05/10/1996" 34.8 28.6 24.8 22 91.2 1996
"06/10/1996" 0 28.7 25.8 23.3 84.7 1996
"07/10/1996" 3 28.9 25.1 22.8 87 1996
"08/10/1996" 0.5 28.8 25.8 23.4 82.2 1996
"09/10/1996" 0 28.6 25.6 23.6 79.5 1996
"10/10/1996" 0 27.4 24.6 22.2 84.2 1996
"11/10/1996" 8.2 27.8 24.9 22 77.7 1996
"12/10/1996" 0 29.2 25.7 23 78.7 1996
"13/10/1996" 0 29 25.6 23.2 75.5 1996
"14/10/1996" 0.1 29 25.7 22.5 81.2 1996
"15/10/1996" 0 29.2 26.2 23.9 82 1996
"16/10/1996" 0 29.4 26 24.1 81.3 1996
"17/10/1996" 0 29.4 26 23.3 78 1996
"18/10/1996" 15.6 28.7 25 22.4 81.2 1996
"19/10/1996" 9.8 28.7 25.2 22.1 82.5 1996
"20/10/1996" 0.1 29 26.1 23.5 79.2 1996
"21/10/1996" 0.1 29.5 26 23.2 82 1996
"22/10/1996" 0 29 26.1 24.2 78.5 1996
"23/10/1996" 0 28.9 25.8 23.4 77.5 1996
"24/10/1996" 0 28.9 26 23.5 79 1996
"25/10/1996" 0 29.7 26.3 23.8 83.7 1996
"26/10/1996" 0.1 29.5 26.2 24.4 81.2 1996
"27/10/1996" 0 29.4 25.9 23.2 80.5 1996
"28/10/1996" 0 29.6 26.4 23.4 78.3 1996
"29/10/1996" 0.1 28.4 26.3 24.5 80.7 1996
"30/10/1996" 0 30.5 26.5 23.9 76.5 1996
"31/10/1996" 0 30 26.2 23.4 78.7 1996
"01/11/1996" 0 29.2 25.9 23.3 81.8 1996
"02/11/1996" 0 30 26.2 23.7 85.5 1996
"03/11/1996" 0.1 30.4 26.6 24.2 84 1996
"04/11/1996" 0.1 30.6 26.7 24.2 79.7 1996
"05/11/1996" 0 30.6 26.4 23.1 78 1996
"06/11/1996" 0 29.8 26.5 24.1 74.5 1996
"07/11/1996" 18.4 29 25.6 22.6 79.3 1996
"08/11/1996" 5.6 28.8 25.2 22.8 83.7 1996
"09/11/1996" 10.4 29 23.8 21.8 92.5 1996
"10/11/1996" 14.5 28.1 24.7 21.8 91.5 1996
"11/11/1996" 15.3 29.2 24.9 22.5 90 1996
"12/11/1996" 0.1 30 26.5 23.4 78 1996
"13/11/1996" 0.1 29.2 26.1 24.3 83.2 1996
"14/11/1996" 20.4 27.9 24.7 23.1 89 1996
"15/11/1996" 0 29.4 25.8 23.2 85.3 1996
"16/11/1996" 4.4 28.6 25.5 24.2 83.5 1996
"17/11/1996" 1.4 29.2 25.8 23.1 85 1996
"18/11/1996" 0 28.1 25.6 22.5 85.5 1996
"19/11/1996" 29.6 29.1 25.6 22.4 85.5 1996
"20/11/1996" 0.5 29.2 25.9 23.2 85 1996
"21/11/1996" 10.1 29.8 26.7 24.2 81 1996
"22/11/1996" 0 30.6 25.7 23.1 86 1996
"23/11/1996" 42 31.2 26.3 22.1 87.5 1996
"24/11/1996" 23.7 29.4 24.6 22.6 89.7 1996
"25/11/1996" 28.8 30.5 26.3 22.8 81 1996
"26/11/1996" 0 26.8 25.4 24.1 87.3 1996
"27/11/1996" 0 27.2 25.4 23.6 80.7 1996
"28/11/1996" 0.6 27.9 25.8 23.6 77 1996
"29/11/1996" 0 27.2 25 21.3 88 1996
"30/11/1996" 3 28 25.2 22.9 86.7 1996
"01/12/1996" 14.3 26.2 24.5 22.6 94 1996
"02/12/1996" 47.6 29 25.7 22.1 83.3 1996
"03/12/1996" 0.2 28.4 25.9 23.9 88.7 1996
"04/12/1996" 1.3 29.5 26.6 24.5 83.3 1996
"05/12/1996" 0 28.6 26.1 24.2 82.5 1996
"06/12/1996" 7 29.4 25.7 23.9 84.7 1996
"07/12/1996" 2.2 30.3 26.5 23.8 83.3 1996
"08/12/1996" 0 31.2 27 24.3 84.3 1996
"09/12/1996" 0 30.4 26.6 24.2 85.5 1996
"10/12/1996" 0 30 26.8 24.1 82.8 1996
"11/12/1996" 0 30.2 26.2 23.7 80.5 1996
"12/12/1996" 0.1 30.4 26.5 23.4 78.8 1996
"13/12/1996" 0 31.3 26.8 24.5 83.3 1996
"14/12/1996" 0 31.5 26.9 24.1 84 1996
"15/12/1996" 0 30.5 27 24.6 85.8 1996
"16/12/1996" 1 30 26.7 24.8 80.7 1996
"17/12/1996" 0.1 30.2 26.9 24.9 80.5 1996
"18/12/1996" 0 31.7 27.5 24.6 76.8 1996
"19/12/1996" 0.1 30.8 27.3 24.9 82.3 1996
"20/12/1996" 0 30.8 26.5 24 77.2 1996
"21/12/1996" 0 30.8 27.1 23.9 77.5 1996
"22/12/1996" 0 30.3 26.7 24.5 84.3 1996
"23/12/1996" 0 31 27.1 25.1 78.3 1996
"24/12/1996" 0.1 30.9 27.3 25.2 78.3 1996
"25/12/1996" 0 30.7 27.4 25 76.5 1996
"26/12/1996" 0.1 30 26.5 24 80.5 1996
"27/12/1996" 0 31.2 27 24.4 80.8 1996
"28/12/1996" 0 31.5 27.7 25.2 76 1996
"29/12/1996" 0 30.2 27.1 25.2 81.2 1996
"30/12/1996" 0 30.9 27 24.8 81.8 1996
"31/12/1996" 0 30.9 27.2 24.9 83.2 1996
"01/01/1997" 0 31.1 27.5 25.2 83.3 1997
"02/01/1997" 0 31.4 27.6 25.2 78.5 1997
"03/01/1997" 0 31.7 27.5 25 80.5 1997
"04/01/1997" 0 31.1 27.5 25.5 80.2 1997
"05/01/1997" 0 31.6 28.1 25.3 79.5 1997
"06/01/1997" 0 32.2 28 25.2 77 1997
"07/01/1997" 0 31.3 27.9 24.9 74.5 1997
"08/01/1997" 0 30.5 27.2 25 75.5 1997
"09/01/1997" 0 30 27 24.7 79.7 1997
"10/01/1997" 0 31.6 27.6 25.4 75.8 1997
"11/01/1997" 0 31.2 27.5 24.7 72.3 1997
"12/01/1997" 0 31.2 27.7 25.1 73.5 1997
"13/01/1997" 0.9 31.6 27.5 24.4 75 1997
"14/01/1997" 0.1 28.6 26.3 24.7 84.5 1997
"15/01/1997" 9.2 32 27.4 25 77.5 1997
"16/01/1997" 0 31.6 27.7 24.7 76.2 1997
"17/01/1997" 0.1 31.4 27.4 24.8 75 1997
"18/01/1997" 0 32.1 27.5 24.4 78.3 1997
"19/01/1997" 0 27.8 26.3 24.8 83.2 1997
"20/01/1997" 0 31.2 27.1 25 78.5 1997
"21/01/1997" 0.1 29.4 26.7 25.2 80.8 1997
"22/01/1997" 0.1 30.6 26.3 23.2 77.2 1997
"23/01/1997" 0 27.6 25.2 24 89.3 1997
"24/01/1997" 4.9 27.2 24.8 23.2 93.7 1997
"25/01/1997" 12.2 27.4 25.2 23.2 89.5 1997
"26/01/1997" 1 29.6 26.5 23.8 81.3 1997
"27/01/1997" 0.1 30.8 27 24.4 78 1997
"28/01/1997" 1.7 28.8 25.8 23.7 87.2 1997
"29/01/1997" 6.2 31 27.3 24.2 74 1997
"30/01/1997" 2.3 30.6 26.9 24 71.7 1997
"31/01/1997" 0.1 29.6 26.8 24.4 78.5 1997
"01/02/1997" 0 30 26.5 24.6 81 1997
"02/02/1997" 17.1 28.6 25.1 24 90.5 1997
"03/02/1997" 1.2 29 25.5 23.8 84.8 1997
"04/02/1997" 4.6 28.5 26 24.3 83 1997
"05/02/1997" 15.2 30.2 25.9 23.1 85.5 1997
"06/02/1997" 8.9 30.3 26.7 23.6 74.3 1997
"07/02/1997" 2.8 29 26 23.9 83.5 1997
"08/02/1997" 0.2 29.3 26.9 24.6 80.2 1997
"09/02/1997" 0.1 30.2 27.1 24.6 76 1997
"10/02/1997" 0.6 30 26.6 24 84.5 1997
"11/02/1997" 17.6 28.9 25.2 22.7 87 1997
"12/02/1997" 8.6 30 26.8 23.9 75.5 1997
"13/02/1997" 8.6 29.9 25.8 23.4 82.2 1997
"14/02/1997" 3.9 27.6 24.5 22.6 92 1997
"15/02/1997" 51.2 28 24.4 22.6 93.5 1997
"16/02/1997" 2.3 28.2 25.3 23.3 84.5 1997
"17/02/1997" 18.4 27.4 25.1 23.2 87.2 1997
"18/02/1997" 12.1 28.2 25.7 23.2 87.5 1997
"19/02/1997" 13.6 28 24.3 22.3 86 1997
"20/02/1997" 7.2 27.4 24.7 22.4 91 1997
"21/02/1997" 2.8 29.4 26.3 24 87.2 1997
"22/02/1997" 5.7 30.1 27.1 23.9 82 1997
"23/02/1997" 0.5 29.4 25.3 22.5 81 1997
"24/02/1997" 6.6 28.7 25.6 22.5 87.3 1997
"25/02/1997" 3.4 28.8 26.4 23.5 81 1997
"26/02/1997" 0.5 29.9 26.7 24 78.5 1997
"27/02/1997" 2.3 29.6 26.9 24.1 79.2 1997
"28/02/1997" 9.6 30 26.8 24.4 76.7 1997
"01/03/1997" 0 30.4 27.1 25.2 83.2 1997
"02/03/1997" 0.1 30.8 27.3 25.4 82 1997
"03/03/1997" 3.1 26.4 24.3 23.4 93.8 1997
"04/03/1997" 3.6 29.6 26.1 23.3 90.8 1997
"05/03/1997" 3.8 28.4 25.8 23.6 87.8 1997
"06/03/1997" 2 29.6 26.2 24.4 79.2 1997
"07/03/1997" 0 28.6 26 23.8 82 1997
"08/03/1997" 1.2 27 24.4 23.7 95.7 1997
"09/03/1997" 46.9 28.3 25.4 21.5 86 1997
"10/03/1997" 13 30 26.5 24.2 76 1997
"11/03/1997" 0 28.9 25.8 23.7 91.2 1997
"12/03/1997" 29.8 28.1 25.2 23.8 94.2 1997
"13/03/1997" 4.2 30.2 26.8 23.7 81.7 1997
"14/03/1997" 0.1 30.1 27.1 24.6 79.8 1997
"15/03/1997" 0 30 26.8 24.3 78.5 1997
"16/03/1997" 0.1 30.4 26.5 23.5 82.5 1997
"17/03/1997" 0 30.3 25.4 23.1 87.7 1997
"18/03/1997" 20.8 28.2 23.6 21.6 92 1997
"19/03/1997" 49.1 27.8 25.3 21.6 86.7 1997
"20/03/1997" 0 29.2 26.7 24.2 82.7 1997
"21/03/1997" 25.2 27.8 25.5 23.4 89.5 1997
"22/03/1997" 2.4 26.6 24.8 23.1 89.5 1997
"23/03/1997" 0.9 29.5 25.8 24.3 85.5 1997
"24/03/1997" 10.5 27.6 25.2 23.8 86.2 1997
"25/03/1997" 0.4 30.2 26.6 23.6 86 1997
"26/03/1997" 3.6 26.6 25 23.8 90 1997
"27/03/1997" 20 26.6 25 22.9 91.3 1997
"28/03/1997" 28.3 29.2 26.4 23.9 84.2 1997
"29/03/1997" 3.4 28.6 26.1 24.1 86 1997
"30/03/1997" 0.6 29.2 26.4 23.4 83.5 1997
"31/03/1997" 4.5 29.5 26.3 23.1 79 1997
"01/04/1997" 0 29.4 26.4 25 84.5 1997
"02/04/1997" 5.9 29 26.2 23.3 82 1997
"03/04/1997" 23.1 28.8 25.6 22.9 82.5 1997
"04/04/1997" 0 28.9 25.8 23.2 78.2 1997
"05/04/1997" 0 28.7 26.3 23.9 82.5 1997
"06/04/1997" 0.3 29 26.5 25.2 83.3 1997
"07/04/1997" 2.4 29.6 26.6 24.5 86 1997
"08/04/1997" 0.3 29.5 26.9 25 70.2 1997
"09/04/1997" 0 27.4 25.8 23.9 77.5 1997
"10/04/1997" 6.5 26 24.8 22.7 84.3 1997
"11/04/1997" 25.4 27.5 25.5 22.7 78.2 1997
"12/04/1997" 8.9 26.5 24.3 22.6 83.5 1997
