"DATA" "PLUV" "TMAX" "TMED" "TMIN" "UMID" "ANO"
"01/09/1999" 12.8 27.6 23.2 20.4 82 1999
"02/09/1999" 0.1 27.4 24.3 21.5 75.2 1999
"03/09/1999" 0 27.4 24.2 22.2 69 1999
"04/09/1999" 0.5 28 24.2 20.6 75.2 1999
"05/09/1999" 0 28.2 24.7 22.3 71.3 1999
"06/09/1999" 0 27.3 23.9 21.5 74.5 1999
"07/09/1999" 0 28 24.7 21.3 71 1999
"08/09/1999" 0 28.4 25 22.6 78.5 1999
"09/09/1999" 0 28.7 25 23.2 78.8 1999
"10/09/1999" 0.1 27.6 24.6 21.3 72 1999
"11/09/1999" 0 28.1 24.5 21.4 73.5 1999
"12/09/1999" 1.3 28.3 24.9 21.1 72.8 1999
"13/09/1999" 2.3 28.1 24.9 22.1 78.7 1999
"14/09/1999" 0.2 28.2 24.9 22.2 73.7 1999
"15/09/1999" 0 28.2 24.7 22.6 68.7 1999
"16/09/1999" 2.3 28.3 24.4 20.4 79 1999
"17/09/1999" 0 28.2 24.9 22.4 74.5 1999
"18/09/1999" 0 28.3 23.7 21.8 83 1999
"19/09/1999" 18.6 25.4 22.2 20.1 91.3 1999
"20/09/1999" 13.8 26.8 23.3 21 80.3 1999
"21/09/1999" 2.1 27.4 24.1 21.6 75.7 1999
"22/09/1999" 0 27.2 24 21.2 81.2 1999
"23/09/1999" 0 27.1 24.1 22.2 90 1999
"24/09/1999" 63.8 22.8 20.3 19.1 94 1999
"25/09/1999" 21.3 23.5 21.7 18.2 75 1999
"26/09/1999" 0.5 24.2 23.1 21.4 76.3 1999
"27/09/1999" 1.4 26.6 23.8 21.7 78.5 1999
"28/09/1999" 0 27.7 24.6 21.6 76.5 1999
"29/09/1999" 0 27.7 24.4 21.7 82 1999
"30/09/1999" 0 28.8 24.7 21.4 81 1999
"01/10/1999" 0 28.6 25.3 22.3 78.8 1999
"02/10/1999" 0 28.6 25.1 22.4 78.3 1999
"03/10/1999" 0 29.2 25 21.3 78 1999
"04/10/1999" 0 28.7 25.3 22.2 71.5 1999
"05/10/1999" 0 28.7 24.1 21.2 81.5 1999
"06/10/1999" 18.6 26.1 24 21.3 72.7 1999
"07/10/1999" 0.3 26.1 23.8 20.6 69.3 1999
"08/10/1999" 0.7 26.8 23.2 20.4 71.7 1999
"09/10/1999" 0 28 24.7 21.8 73.5 1999
"10/10/1999" 0 28.8 24.9 21.4 79 1999
"11/10/1999" 0.1 28.8 25.6 23 77.2 1999
"12/10/1999" 0 28.6 25.3 22.6 81 1999
"13/10/1999" 8.5 26.2 24.4 22.5 74.2 1999
"14/10/1999" 0.2 26.8 24.5 22.8 76.7 1999
"15/10/1999" 0.6 28.2 24.9 22.8 78.2 1999
"16/10/1999" 0.6 29.4 24.8 21.2 76 1999
"17/10/1999" 0 29.3 24.7 21.5 75.3 1999
"18/10/1999" 0 29.6 25.4 21.5 71.2 1999
"19/10/1999" 0 29.7 25.8 22.6 76.8 1999
"20/10/1999" 0 29.4 26 24.2 73.5 1999
"21/10/1999" 0 29.2 25.6 22.7 78.2 1999
"22/10/1999" 0 30.3 26.1 23 80 1999
"23/10/1999" 0 31 26.5 23.6 82.7 1999
"24/10/1999" 51.2 25.7 23.7 21.8 80.7 1999
"25/10/1999" 21.2 26.3 24.2 21.8 70 1999
"26/10/1999" 0.1 25.7 24 21.5 70.7 1999
"27/10/1999" 0 27.4 24.8 23.4 75 1999
"28/10/1999" 1.2 26 23.9 22 93.8 1999
"29/10/1999" 5.3 27.2 24.7 22.1 92 1999
"30/10/1999" 30.1 24.1 22.7 21.3 94 1999
"31/10/1999" 25.2 25.4 22.6 21.2 97 1999
"01/11/1999" 52.7 23.3 21.9 20.8 91.5 1999
"02/11/1999" 23.5 24.4 22.7 20.4 76.2 1999
"03/11/1999" 2.4 24.2 22.9 20.7 90.5 1999
"04/11/1999" 0.2 27.1 24.4 22.2 89.3 1999
"05/11/1999" 0.6 29.4 25.8 22.7 79.5 1999
"06/11/1999" 0.1 30.3 25.9 22.4 76.8 1999
"07/11/1999" 0.1 29.2 25.9 23.4 84.5 1999
"08/11/1999" 0.1 29.6 26.1 23.8 83.5 1999
"09/11/1999" 0.2 29.6 26.1 23.4 80.5 1999
"10/11/1999" 0 29.4 26.1 23.5 75.5 1999
"11/11/1999" 0.1 28.4 25.6 23.6 73 1999
"12/11/1999" 11.3 27.7 24.2 22.4 83.3 1999
"13/11/1999" 5.3 28.8 25.2 22.4 83.7 1999
"14/11/1999" 0 29.5 26.1 23.8 82.5 1999
"15/11/1999" 0.1 31.3 26.6 24 82 1999
"16/11/1999" 23.4 25.6 23.2 21.4 94.7 1999
"17/11/1999" 19.6 25 23.7 20.8 82.5 1999
"18/11/1999" 0.1 26.7 24.6 22.4 86.5 1999
"19/11/1999" 54.5 24.5 22.4 21.1 97.5 1999
"20/11/1999" 55.4 26.6 23.6 20.8 93 1999
"21/11/1999" 14.3 28.3 25.4 21.9 81.2 1999
"22/11/1999" 0.6 29.2 26.1 24.3 82.5 1999
"23/11/1999" 11.2 30.2 26.3 23.6 82.2 1999
"24/11/1999" 0.1 30.5 26.3 23.4 80.2 1999
"25/11/1999" 0 30.4 26.5 23 76.8 1999
"26/11/1999" 0 30 25.8 23.2 76 1999
"27/11/1999" 0 29.7 25.8 22.6 77.8 1999
"28/11/1999" 0 30.8 27.3 24.2 80.2 1999
"29/11/1999" 0.1 31 27.3 25.2 76.2 1999
"30/11/1999" 0.1 29.5 26.5 24.6 78.3 1999
"01/12/1999" 0.9 30.2 26.6 24.5 78.5 1999
"02/12/1999" 0 30.2 26.6 25 80.8 1999
"03/12/1999" 3.4 29.4 25.9 23.3 81.5 1999
"04/12/1999" 0.2 30 26.6 24 81.5 1999
"05/12/1999" 0 29.8 26.6 24.2 83.7 1999
"06/12/1999" 1.8 29.5 26.5 24 82.7 1999
"07/12/1999" 0 29.8 26.5 23.5 75.5 1999
"08/12/1999" 0 30.2 26.4 24 75 1999
"09/12/1999" 0.4 29.4 26.3 24.3 76.5 1999
"10/12/1999" 1.3 30.3 26.7 24.1 76.2 1999
"11/12/1999" 0 30.3 26.7 24 76.5 1999
"12/12/1999" 0 30.8 26.7 24.3 80.8 1999
"13/12/1999" 0 31.5 26.9 24.2 79 1999
"14/12/1999" 0.1 31.8 27.1 23.9 73.5 1999
"15/12/1999" 0 31.4 27.1 24.1 80.7 1999
"16/12/1999" 0.5 28.6 26 25.2 88.3 1999
"17/12/1999" 0.5 31.7 27.3 25.2 82 1999
"18/12/1999" 7.5 31.1 25.9 23 87 1999
"19/12/1999" 2.5 30.9 25.9 24 94.2 1999
"20/12/1999" 36.1 26.4 23.6 21.4 94 1999
"21/12/1999" 12.9 28.4 25.3 22.8 88.5 1999
"22/12/1999" 0.1 29.6 26.5 24.2 79 1999
"23/12/1999" 0.1 29.9 26.2 23.7 82 1999
"24/12/1999" 0.1 30.3 26.9 24.2 80.5 1999
"25/12/1999" 10.8 29.8 26.1 22.6 82.2 1999
"26/12/1999" 2.3 28.1 25.3 23 84 1999
"27/12/1999" 0.2 28.8 26.1 23.5 84.2 1999
"28/12/1999" 2.5 29.1 26.1 24.2 84.5 1999
"29/12/1999" 7.6 29.2 25.9 23.4 87.5 1999
"30/12/1999" 2.6 28.6 25.3 23.3 88 1999
"31/12/1999" 0 29 25.9 24.1 89.5 1999
"01/01/2000" 0.1 30.6 26.9 24.6 80 2000
"02/01/2000" 0 30.6 26.9 24.8 80.7 2000
"03/01/2000" 0 29.8 26.5 25.6 84.3 2000
"04/01/2000" 0.4 30.2 26.2 24 80.7 2000
"05/01/2000" 0.1 30 26.4 24.2 84.5 2000
"06/01/2000" 0 30.2 26.7 24.6 76.5 2000
"07/01/2000" 3.9 28.2 25 23 86.5 2000
"08/01/2000" 1.8 30.2 26.1 23.6 80 2000
"09/01/2000" 1.4 29.7 26.6 24.2 81.2 2000
"10/01/2000" 1.6 30.2 25.9 23.6 81 2000
"11/01/2000" 2.8 28.6 25.2 23.2 86.2 2000
"12/01/2000" 6.4 30 26.1 23.2 81.3 2000
"13/01/2000" 2.1 30.2 26.9 24 76.7 2000
"14/01/2000" 0 30.2 26.9 24.5 77.5 2000
"15/01/2000" 0 30.8 26.8 23.8 74 2000
"16/01/2000" 0 30.8 26.4 23.7 77.7 2000
"17/01/2000" 0.1 30.7 26.6 23.7 82.5 2000
"18/01/2000" 0 31.2 26.9 24 80.5 2000
"19/01/2000" 0.1 31.9 27.5 24.7 79.5 2000
"20/01/2000" 0 30.2 27.1 24.4 80.7 2000
"21/01/2000" 5.8 29.5 25.9 23.1 79.2 2000
"22/01/2000" 0 29.6 26.3 24.4 82 2000
"23/01/2000" 0.8 32.2 27.2 24.6 79 2000
"24/01/2000" 0 31.3 27.5 25.4 78.7 2000
"25/01/2000" 0.1 30.4 27.4 25.3 81 2000
"26/01/2000" 2.6 31.5 27.6 25.3 78 2000
"27/01/2000" 0 32.1 27.5 25 84 2000
"28/01/2000" 0 31.2 27.3 25 82 2000
"29/01/2000" 0 32.1 27.7 25 79.2 2000
"30/01/2000" 0 31.6 27.7 24.4 79.3 2000
"31/01/2000" 0 31.3 27.3 25.4 80.2 2000
"01/02/2000" 0 31.4 27.2 24.6 77 2000
"02/02/2000" 0 33.2 28.3 25.1 76.8 2000
"03/02/2000" 0 33 28.4 25.5 79.8 2000
"04/02/2000" 0 29.2 27 25.8 76.5 2000
"05/02/2000" 0.1 33.3 28.4 24.5 75 2000
"06/02/2000" 0 32.2 27.9 25.2 79.2 2000
"07/02/2000" 0 32 27.4 25.2 75.7 2000
"08/02/2000" 0 31.1 27.1 24.7 80.2 2000
"09/02/2000" 0.5 32.4 28.2 24.7 81.5 2000
"10/02/2000" 0.2 31.1 26.6 25 83 2000
"11/02/2000" 0.9 31.4 27.6 24.3 79.2 2000
"12/02/2000" 0 31 27.6 24.4 77.3 2000
"13/02/2000" 6.8 30.6 27.1 24.7 86.3 2000
"14/02/2000" 5.3 29.9 27 24.6 86.7 2000
"15/02/2000" 0.1 30.9 27.4 25.3 84.8 2000
"16/02/2000" 1.3 31.6 27.3 24.6 82 2000
"17/02/2000" 0 31.2 27.3 24.9 84.3 2000
"18/02/2000" 13.8 30.8 27.3 24.8 79.5 2000
"19/02/2000" 0 30.8 27.6 25 70.2 2000
"20/02/2000" 0 31.2 27.6 25.6 71 2000
"21/02/2000" 5.4 28.3 25.4 23.2 83.8 2000
"22/02/2000" 16.1 29.2 25.4 23 85 2000
"23/02/2000" 5.5 31.1 27.3 23.7 83.3 2000
"24/02/2000" 0.1 30.1 26.8 23.7 80.7 2000
"25/02/2000" 0.8 30.3 26.5 24.6 91.2 2000
"26/02/2000" 1.8 31.8 27.8 24 79.7 2000
"27/02/2000" 0 30 26.1 23.8 86.2 2000
"28/02/2000" 23.5 30.8 26.7 23.1 86 2000
"29/02/2000" 3.2 30.8 26.7 23.8 76.5 2000
"01/03/2000" 1 28 25.7 24.2 85.5 2000
"02/03/2000" 2.9 28.8 26.2 24.2 82 2000
"03/03/2000" 4.8 29.4 26.6 23.8 78.5 2000
"04/03/2000" 8.5 29.8 25.9 23.2 83.5 2000
"05/03/2000" 0.5 30.2 26.3 24.6 85 2000
"06/03/2000" 18.5 29.3 25.3 23.6 92 2000
"07/03/2000" 23.2 29.4 26 23.3 84.8 2000
"08/03/2000" 0.2 30.6 27.2 24 82.7 2000
"09/03/2000" 4.2 30.6 26.3 23.6 85.3 2000
"10/03/2000" 41.6 27 25.1 23.3 89.3 2000
"11/03/2000" 14 29.5 26 23.3 86.2 2000
"12/03/2000" 0.1 32.2 27.3 24.6 81.8 2000
"13/03/2000" 0 31.5 27.9 25.2 80.7 2000
"14/03/2000" 0.1 32.2 27.7 25.3 85.2 2000
"15/03/2000" 0 31.8 28 25.8 82.5 2000
"16/03/2000" 0 31.4 27.2 24.7 76.5 2000
"17/03/2000" 0 30.4 26.7 23.8 75.2 2000
"18/03/2000" 0.1 30.2 27.2 24.6 76.7 2000
"19/03/2000" 0 29.6 26.8 24.8 82.3 2000
"20/03/2000" 3.6 31.4 27.5 25 78 2000
"21/03/2000" 8.6 30.3 26.9 23.4 75.8 2000
"22/03/2000" 23.3 29 26 23.4 86 2000
"23/03/2000" 3.4 30.2 26.6 23.7 83 2000
"24/03/2000" 3.2 29.8 26.7 23.2 77.8 2000
"25/03/2000" 0 29.2 26.7 24.7 84.2 2000
"26/03/2000" 4.5 29.8 26.9 24.6 80 2000
"27/03/2000" 9 29.9 26.5 24 83 2000
"28/03/2000" 0.1 29.6 27.2 25.4 75.5 2000
"29/03/2000" 1.4 30.3 26.4 23.6 79.2 2000
"30/03/2000" 4.5 29.8 26.1 23.6 82.2 2000
"31/03/2000" 11.2 29.6 26.1 22.6 79.5 2000
"01/04/2000" 2 29.2 26.1 23.2 89 2000
"02/04/2000" 75.6 25.5 24.3 22.7 93 2000
"03/04/2000" 7.4 26.2 24.4 22.5 90.8 2000
"04/04/2000" 33.1 27 24.9 21.8 85.8 2000
"05/04/2000" 17.8 28.9 24.9 22.8 90.3 2000
"06/04/2000" 33.4 30.4 26.1 23.3 87.2 2000
"07/04/2000" 9.5 30 26.8 24 85 2000
"08/04/2000" 6.4 29.3 25.9 23.8 87 2000
"09/04/2000" 9.5 30.4 26.7 23.3 80.8 2000
"10/04/2000" 0.2 29.7 26.7 24 75.2 2000
"11/04/2000" 0.1 29.8 26.7 24.5 80.5 2000
"12/04/2000" 0.1 29.4 26.7 25 86.5 2000
"13/04/2000" 23 29.4 26.3 23.2 83.3 2000
"14/04/2000" 0 29.8 27.3 25 79.5 2000
"15/04/2000" 3.1 29.5 25.9 24.2 90 2000
"16/04/2000" 0.1 30.2 27.1 24.8 78.5 2000
"17/04/2000" 0.1 29.4 26 24.2 86.2 2000
"18/04/2000" 9.8 28.2 25.9 24.6 88.5 2000
"19/04/2000" 5.3 28.8 25.9 23.7 86.7 2000
"20/04/2000" 0 30.4 26.9 24.7 85.7 2000
"21/04/2000" 24.7 31.6 27.4 24.6 85.5 2000
"22/04/2000" 0 31.2 27.4 25.8 85 2000
"23/04/2000" 10 26.8 25.1 23.2 86 2000
"24/04/2000" 4.9 29.4 26.7 23 78.3 2000
"25/04/2000" 0.2 28.6 26.4 24.4 71.8 2000
"26/04/2000" 3.9 27 24.6 21.6 84.3 2000
"27/04/2000" 28.8 26.6 23.9 21.5 95.5 2000
"28/04/2000" 29.2 28.3 24.6 22.2 88 2000
"29/04/2000" 14.8 26.8 24.7 22.2 87.5 2000
"30/04/2000" 12.6 27.8 25.1 23.2 88 2000
"01/05/2000" 39.8 27 24.7 22.5 90 2000
"02/05/2000" 15.1 29.7 26.6 24.2 82 2000
"03/05/2000" 1.7 28.9 26.2 23.5 80 2000
"04/05/2000" 4.7 29.2 21.8 2.2 82.3 2000
"05/05/2000" 7.2 29.6 26.4 24.2 81.7 2000
"06/05/2000" 0.5 28.8 26.4 24.5 86 2000
"07/05/2000" 2.8 29.4 26.6 24.4 83.7 2000
"08/05/2000" 4.5 29.9 27.1 24.1 83.2 2000
"09/05/2000" 1.8 29.7 26 24.8 84.2 2000
"10/05/2000" 0 28.4 26 23.6 84.3 2000
"11/05/2000" 5.6 28.6 26.2 23.3 79 2000
"12/05/2000" 19.1 27.1 25.5 23.2 70.5 2000
"13/05/2000" 0.2 27.2 25.1 22.4 80.2 2000
"14/05/2000" 10.5 28.1 25.2 22.3 79.2 2000
"15/05/2000" 1.8 27.3 24.9 22.6 75.2 2000
"16/05/2000" 1.4 27.4 24.4 22.3 78 2000
"17/05/2000" 0 27.6 24.9 22.6 82 2000
"18/05/2000" 0 30.2 26.4 23.4 86.5 2000
"19/05/2000" 0 30 26.4 24.2 86.5 2000
"20/05/2000" 0 29.4 26.1 23.9 85.5 2000
"21/05/2000" 10 27.5 24.7 23 87.5 2000
"22/05/2000" 9.4 27.2 24.5 22.8 85.5 2000
"23/05/2000" 20.7 27.4 24.4 21.8 75.7 2000
"24/05/2000" 27.3 25.6 23.4 21 89.5 2000
"25/05/2000" 10 25.6 23.7 21.8 90 2000
"26/05/2000" 30.6 25.3 24 22.4 92.7 2000
"27/05/2000" 23.4 27.4 24.7 22.6 88.7 2000
"28/05/2000" 0.1 27.3 24.9 23.2 88.5 2000
"29/05/2000" 0 29 25.5 22.7 85.5 2000
"30/05/2000" 0.1 27.7 21.3 2.2 85 2000
"31/05/2000" 0.1 28.1 24.8 22.7 83.3 2000
"01/06/2000" 0 27.5 24.9 22.6 87.5 2000
"02/06/2000" 0 28.5 26.1 24 83.2 2000
"03/06/2000" 4.6 28.1 26 24.7 78 2000
"04/06/2000" 10.1 26.9 24.5 22.6 86.2 2000
"05/06/2000" 18.2 26.3 24.6 22.1 77.8 2000
"06/06/2000" 3.6 27.5 24.7 22.3 78 2000
"07/06/2000" 2.1 27.8 24.8 22.7 83.8 2000
"08/06/2000" 10.2 26.4 24.7 22.6 80 2000
"09/06/2000" 5.9 26.7 24.3 22.6 81.8 2000
"10/06/2000" 9.8 26.4 23.5 21.3 91 2000
"11/06/2000" 18 26.2 23.5 21.5 91.8 2000
"12/06/2000" 38 26.4 23.5 21.7 83 2000
"13/06/2000" 0.9 27.5 24.8 22.5 74.2 2000
"14/06/2000" 1.3 27.1 24.8 22.3 77.5 2000
"15/06/2000" 0 27.1 24.9 23.1 80.8 2000
"16/06/2000" 0.1 27 25.2 23.2 82.2 2000
"17/06/2000" 0.6 25.7 24.2 22.8 88.5 2000
"18/06/2000" 16.1 26.5 24.2 22.4 93.5 2000
"19/06/2000" 75.9 27.2 24.2 22.5 92.7 2000
"20/06/2000" 56.8 26.4 23.8 22.5 93 2000
"21/06/2000" 3 27.6 24.5 22.7 89 2000
"22/06/2000" 0 27.4 24.6 23 89 2000
"23/06/2000" 5.2 24.7 23.4 21.5 87 2000
"24/06/2000" 13.8 26.2 24.1 21.6 68.2 2000
"25/06/2000" 0.5 26.7 24.6 22.5 73 2000
"26/06/2000" 0.1 27.1 24.8 22.8 70 2000
"27/06/2000" 0 27.4 24.9 23.3 80.5 2000
"28/06/2000" 2.6 28 24.8 21.6 78 2000
"29/06/2000" 0.2 24.8 23.3 22.4 93.5 2000
"30/06/2000" 12.8 27.8 24.1 21.5 80 2000
"01/07/2000" 0 26.9 24.5 21.2 71 2000
"02/07/2000" 0 26.2 24 23 87.7 2000
"03/07/2000" 3.1 27.2 24.3 22.6 77 2000
"04/07/2000" 0.5 25.3 22.8 20.2 88.7 2000
"05/07/2000" 8.7 26.2 23.6 20.3 81.5 2000
"06/07/2000" 1.9 26 23.4 19.8 84.3 2000
"07/07/2000" 9 26.8 23.7 20.9 86.7 2000
"08/07/2000" 20.1 26.1 23.3 20.8 85.8 2000
"09/07/2000" 10.2 27.1 23.4 21 85.8 2000
"10/07/2000" 4.2 25.7 23.2 20.8 85.3 2000
"11/07/2000" 2.3 27.6 24.9 22.4 79.5 2000
"12/07/2000" 0 26.5 23.8 22.3 83.8 2000
"13/07/2000" 11 27.2 23.8 21.1 84.8 2000
"14/07/2000" 1.4 25.5 23.7 21.8 83.2 2000
"15/07/2000" 5.7 26.2 23.3 21.1 75 2000
"16/07/2000" 0.2 27.2 23.3 20.8 85.5 2000
"17/07/2000" 0.1 27.1 24.2 21 86.7 2000
"18/07/2000" 43.4 24.6 22.6 21.4 97.3 2000
"19/07/2000" 31.4 24.4 23.1 21.1 94.8 2000
"20/07/2000" 29.3 27.3 23.6 21.7 89.8 2000
"21/07/2000" 0.4 28.4 24.4 21.4 78.3 2000
"22/07/2000" 0 26.2 23.1 21.4 85.7 2000
"23/07/2000" 8.6 26.4 23 20.4 87.5 2000
"24/07/2000" 0 27.8 23.9 20.1 82 2000
"25/07/2000" 0 27.1 24.6 22.9 78.5 2000
"26/07/2000" 0 27.4 24.6 23.3 78.5 2000
"27/07/2000" 0.4 27 24.2 22.4 85 2000
"28/07/2000" 6.2 25.2 22.7 20.8 83 2000
"29/07/2000" 2.4 25.2 23.1 20.3 72.5 2000
"30/07/2000" 0.7 25.2 23.1 20.8 77 2000
"31/07/2000" 0.2 26 23.8 22.2 73.2 2000
"01/08/2000" 0 25.9 24.4 22.7 80 2000
"02/08/2000" 6.8 27.3 23.8 20.8 75 2000
"03/08/2000" 0 27 20.3 2.2 78.2 2000
"04/08/2000" 0 25.1 23.7 21.5 88.3 2000
"05/08/2000" 13.2 26 23.1 21.2 83.3 2000
"06/08/2000" 0.2 23.8 22 20.5 89 2000
"07/08/2000" 32 24.6 22.6 20.6 94 2000
"08/08/2000" 19.9 24.8 23.1 21.4 92.5 2000
"09/08/2000" 1.2 28 24.2 22.2 85.7 2000
"10/08/2000" 0.1 27.3 24.2 21.6 84.2 2000
"11/08/2000" 0 27.8 24.2 22.1 91 2000
"12/08/2000" 0.1 26.6 23.6 21.9 88.7 2000
"13/08/2000" 4.4 25 23.1 21.4 76.7 2000
"14/08/2000" 6.2 24.3 22.2 20 69.5 2000
"15/08/2000" 0.4 24.8 22.6 20.6 78.5 2000
"16/08/2000" 5.3 26.5 22.7 19.8 76.5 2000
"17/08/2000" 6 25.8 22.2 19.9 82.8 2000
"18/08/2000" 1.2 25.2 22.8 20.6 85.3 2000
"19/08/2000" 0 26.8 24.1 21.7 82.8 2000
"20/08/2000" 1.9 27.3 24.5 22.9 79.7 2000
"21/08/2000" 0 26.8 24.1 22.7 83.3 2000
"22/08/2000" 4 27 22.9 21 93.3 2000
"23/08/2000" 10.5 27.4 24 20.8 86.7 2000
"24/08/2000" 0.1 27.8 24.9 22.7 82.5 2000
"25/08/2000" 15 28.1 24.7 22.2 88.3 2000
"26/08/2000" 0.2 28.5 24.5 22.7 77.8 2000
"27/08/2000" 0.1 26.8 24 21.4 81.5 2000
"28/08/2000" 0 28 20.8 2.1 81.5 2000
"29/08/2000" 0 28.3 24.7 22.1 83.8 2000
"30/08/2000" 0.2 27.3 24.9 22.9 78.5 2000
"31/08/2000" 7.2 28 24.5 21.6 80.8 2000
"01/09/2000" 0 26.8 24.3 22.3 81 2000
"02/09/2000" 1.6 25.9 23.2 21.4 89.5 2000
"03/09/2000" 17.3 28.3 24.3 21.8 73.5 2000
"04/09/2000" 0 27.2 24.4 21 78 2000
"05/09/2000" 0.5 24.6 23 21.2 91 2000
"06/09/2000" 6.1 26.6 24 21.4 78 2000
"07/09/2000" 0.2 27 23.6 21.8 79.3 2000
"08/09/2000" 0.1 25.4 23.5 21.4 83.5 2000
"09/09/2000" 0.1 26.2 24 21.8 82.2 2000
"10/09/2000" 7.2 27.8 24.1 21.8 83.7 2000
"11/09/2000" 0 27.9 24.7 22.7 81.7 2000
"12/09/2000" 7.8 26.9 23.7 21.4 93 2000
"13/09/2000" 55.2 27 23.7 21 90.3 2000
"14/09/2000" 9.3 28.2 24.6 21.1 84 2000
"15/09/2000" 6.5 28 24.6 22.3 87.3 2000
"16/09/2000" 23.8 28.4 25.2 23 83.5 2000
"17/09/2000" 0 28.2 25.4 23.6 80.3 2000
"18/09/2000" 0 27.4 25.1 23.6 78.8 2000
"19/09/2000" 0.8 27.6 24.7 22.3 77 2000
"20/09/2000" 3.2 28 24.7 22.7 76.7 2000
"21/09/2000" 0.5 27.7 24.8 22.3 72.7 2000
"22/09/2000" 0.2 27.5 24.3 21.2 79.5 2000
"23/09/2000" 2.8 27.6 24.3 21.7 84.2 2000
"24/09/2000" 0.3 28.8 25.4 22.6 73.7 2000
"25/09/2000" 0.1 29 25.1 21.7 75.5 2000
"26/09/2000" 0 28.6 24.7 22.6 78.7 2000
"27/09/2000" 1.1 28 25.1 21.8 70 2000
"28/09/2000" 1 26.6 24.4 22.8 78.7 2000
"29/09/2000" 9.6 27.8 24.2 20.9 78.8 2000
"30/09/2000" 6.4 26.5 23.7 20.8 81.7 2000
"01/10/2000" 10.8 28.8 24.8 21.6 83 2000
"02/10/2000" 0.4 29.1 25.4 22.8 75.7 2000
"03/10/2000" 0 29.2 25.5 22.1 77 2000
"04/10/2000" 0 30 25.7 22.2 78.5 2000
"05/10/2000" 0 30.2 25.9 23.2 81.5 2000
"06/10/2000" 0 30 26.3 23.8 78 2000
"07/10/2000" 0 29.8 25.7 22.8 78.8 2000
"08/10/2000" 0 29.8 25.8 22.9 78.3 2000
"09/10/2000" 0 29.2 25.3 22.6 70.3 2000
"10/10/2000" 0 28.5 25.2 23.5 76 2000
"11/10/2000" 0.1 29.2 25.9 23.8 77.2 2000
"12/10/2000" 0.1 29.6 26.1 24 75.2 2000
"13/10/2000" 0 29.5 26 23.1 73.2 2000
"14/10/2000" 0 29.2 25.9 23.7 73.5 2000
"15/10/2000" 0 29.3 25.6 23.4 71.3 2000
"16/10/2000" 0 26.8 24.6 23 78.2 2000
"17/10/2000" 0.8 28.8 25.7 22.8 71.8 2000
"18/10/2000" 0 29.7 26 24 75.2 2000
"19/10/2000" 0.1 29.7 25.8 23.3 73.8 2000
"20/10/2000" 0 30.1 25.9 22.6 70.7 2000
"21/10/2000" 0 30.8 26.3 23.3 75 2000
"22/10/2000" 0 30.3 26.1 23.4 78.5 2000
"23/10/2000" 0.1 30.2 26.6 24.2 76.5 2000
"24/10/2000" 0.1 29.4 26 24 78.3 2000
"25/10/2000" 0.2 30.3 26.1 23.7 74.7 2000
"26/10/2000" 0 30.3 26.3 23.6 72 2000
"27/10/2000" 0 30.2 26 22.8 76 2000
"28/10/2000" 0 28.1 25.6 23.4 81.5 2000
"29/10/2000" 3 30.8 26.4 23.4 81.3 2000
"30/10/2000" 0 30 26.4 23.9 80.3 2000
"31/10/2000" 0.4 30 26 23.5 75 2000
"01/11/2000" 0 29.8 26 23.7 74.5 2000
"02/11/2000" 0 28.4 25.4 23.7 84.7 2000
"03/11/2000" 3.2 29.1 25.2 23.2 86.3 2000
"04/11/2000" 0.6 30.1 26.5 24.3 80.7 2000
"05/11/2000" 0.1 30.1 26.5 24.7 79.2 2000
"06/11/2000" 0 29.2 26.4 24.9 81.3 2000
"07/11/2000" 2 31.2 26.6 24.3 79.8 2000
"08/11/2000" 58 27.7 23.8 21.6 84.2 2000
"09/11/2000" 0.2 28.6 25 22.8 86.5 2000
"10/11/2000" 1.9 30 26.3 23.2 78.7 2000
"11/11/2000" 0 30.4 26.3 24.4 80.5 2000
"12/11/2000" 0.1 31.5 26.8 23.8 74.5 2000
"13/11/2000" 0 31.4 27.2 24.6 78.3 2000
"14/11/2000" 0 31.9 22.2 0 75.2 2000
"15/11/2000" 0 30.9 26.5 24.1 81.7 2000
"16/11/2000" 0 30.4 26.8 24.4 82 2000
"17/11/2000" 0 29.8 26.3 24 83.3 2000
"18/11/2000" 0 30 26.2 24 80 2000
"19/11/2000" 0.1 29.2 26.2 24 79.7 2000
"20/11/2000" 1.1 30 26.3 22.8 72.5 2000
"21/11/2000" 0.6 30 26.4 23.3 80 2000
"22/11/2000" 0 30.3 26.6 24.1 74.5 2000
"23/11/2000" 0 29.3 25.9 23.7 84.3 2000
"24/11/2000" 4.3 30.4 26.5 23.5 78.3 2000
"25/11/2000" 0 30.1 26.3 23.9 78.5 2000
"26/11/2000" 0 31.1 26.8 24.7 75 2000
"27/11/2000" 0.1 31.4 27 23.6 74 2000
"28/11/2000" 1.5 30.6 26.9 24.3 78.3 2000
"29/11/2000" 0.7 30.8 26.9 24.2 77.3 2000
"30/11/2000" 0.1 30.2 26.2 24.2 77.5 2000
"01/12/2000" 0 32.5 26.9 23.6 72.5 2000
"02/12/2000" 0 31.2 26.7 24 79.2 2000
"03/12/2000" 0 30.8 27.4 25.5 73 2000
"04/12/2000" 0.4 30.3 26.6 24.8 75.3 2000
"05/12/2000" 0 31.4 27.2 24.2 75 2000
"06/12/2000" 0 31.9 27.3 25 76 2000
