"Data";"AP_1.0";"AP_2.1";"AP_2.2";"AP_3.1";"AP_3.2";"AP_3.3";"AP_4.0";"AP_5.1";"AP_5.2";"AP_5.3"
"2001-04";58,16986;51,40137;65,60389;35,64554;48,8406;41,34307;63,80006;63,08741;63,13663;59,40041
"2001-05";144,9323;99,93433;137,8303;79,904;102,7673;81,33941;100,6674;100,2313;94,13251;76,81115
"2001-06";37,53518;29,17393;41,74165;18,61735;26,98491;17,94505;23,80377;20,13961;18,72512;16,72697
"2001-07";68,17069;49,04059;66,44287;29,20707;45,40445;31,52997;52,61763;45,16561;48,21502;43,55383
"2001-08";32,64733;20,80193;32,57133;19,15684;26,61352;21,68248;33,00831;34,26868;40,32684;50,84371
"2001-09";103,7262;68,14919;99,32254;65,03486;85,41275;69,17361;83,46494;68,14656;71,70586;62,94449
"2001-10";108,6674;90,47681;102,9377;77,40029;89,7514;80,83122;93,53738;83,37275;94,55982;95,67526
"2001-11";178,0234;179,1996;187,4288;105,1451;146,0263;119,5677;149,1441;145,0759;127,6338;123,6346
"2001-12";313,6496;315,6247;340,861;203,008;273,1206;232,8723;309,6083;295,7618;280,1343;280,0847
"2002-01";157,7137;147,0768;160,0475;110,6695;135,0488;125,7568;134,7169;146,9472;124,2512;131,9834
"2002-02";185,2513;168,0408;203,5629;145,7236;168,9042;164,4754;203,5537;215,4605;220,1828;228,5369
"2002-03";99,70443;85,94626;108,1599;79,31559;91,86785;88,50349;121,1141;123,1909;138,291;153,5477
"2002-04";41,00174;33,33051;43,78315;25,47966;33,6836;29,00129;47,72383;47,19435;56,33618;57,34003
"2002-05";151,8148;101,654;141,7931;80,08349;109,3131;89,48165;120,1439;126,3198;121,2544;116,3471
"2002-06";38,45997;25,6787;37,26125;17,19871;25,85745;14,76297;20,95866;14,83003;19,03551;18,62889
"2002-07";53,79463;38,11674;51,23218;25,02074;38,56449;28,72467;45,07763;42,561;43,004;38,73003
"2002-08";44,80458;28,51395;42,4119;23,48767;32,29654;23,48665;33,26121;33,31781;35,36805;41,5808
"2002-09";187,5581;133,4563;175,9299;123,971;150,7296;125,0039;144,6253;123,7033;117,7049;100,4422
"2002-10";74,27553;59,8514;72,88072;54,38802;68,7087;65,91087;74,35285;77,83972;87,7827;92,5746
"2002-11";207,699;209,3751;228,2818;124,0918;188,1294;156,2056;205,1639;209,3577;207,6532;194,5202
"2002-12";242,4979;244,7996;255,9239;164,1863;216,092;191,8124;263,3517;255,6077;266,6056;292,7114
"2003-01";303,0888;275,16;309,7651;220,1737;263,216;239,7774;258,8912;291,4485;242,7001;243,1676
"2003-02";36,80939;28,71919;35,66937;28,08521;31,87942;26,47591;29,1528;28,10347;25,94426;26,92393
"2003-03";246,3459;240,3706;284,0183;185,5161;221,6592;211,1496;274,6863;268,0625;245,5598;232,1915
"2003-04";107,2036;92,15046;115,1531;59,02316;77,39281;63,60923;97,59579;90,66042;85,66512;72,18623
"2003-05";80,49609;53,62597;78,0898;50,29266;61,69671;50,95093;61,77455;62,96655;54,9039;51,72917
"2003-06";25,24142;16,66374;24,39635;13,62634;18,24446;11,14913;15,23994;12,55929;12,35014;11,4776
"2003-07";62,14561;43,71761;59,06546;26,59701;41,54057;28,29546;41,34155;36,33638;34,08867;27,66276
"2003-08";142,5881;85,57871;132,5695;81,01363;110,4119;86,81086;100,4188;106,8272;95,32049;89,00691
"2003-09";139,6494;104,4732;138,8598;99,54184;117,1216;108,3263;120,2104;106,2709;97,51806;77,73639
"2003-10";238,8545;193,5593;230,7535;162,4482;200,6226;167,8011;187,1783;171,3394;181,3097;173,2734
"2003-11";387,0262;352,446;406,2673;246,838;341,8922;287,5669;360,7899;387,3866;342,3881;307,3529
"2003-12";137,3847;135,9617;149,2611;91,64967;120,1299;109,5884;148,182;150,8599;152,8322;156,1419
"2004-01";272,5961;258,5124;298,5452;197,091;252,284;233,0575;260,8585;275,9518;249,2986;243,506
"2004-02";250,1897;202,1485;252,8884;200,1469;230,7426;215,0109;241,2341;258,8413;232,8767;238,1864
"2004-03";99,25726;89,12618;103,8424;76,91032;86,08968;83,80423;105,2693;100,2635;105,2986;114,7347
"2004-04";159,2939;124,0172;165,2129;106,8104;139,0641;121,1005;158,679;164,2259;165,8496;167,5004
"2004-05";131,3687;89,1609;130,7685;76,0656;101,7914;80,41474;97,94173;93,82352;83,58877;79,53599
"2004-06";50,91935;32,83949;49,2902;28,55226;41,17024;32,8512;50,1123;48,19802;53,02344;48,76484
"2004-07";133,3494;90,74345;123,6127;65,13573;94,92444;70,6188;96,01094;95,45839;91,28152;83,88505
"2004-08";40,9931;25,22832;39,39999;22,24774;32,56691;25,56355;30,95524;31,96725;26,92078;27,6481
"2004-09";48,42904;32,3926;45,45135;29,2726;39,90148;34,80275;41,32368;34,18076;40,76488;36,41753
"2004-10";122,1753;94,81;114,6264;90,13485;103,9404;89,0191;96,1087;91,26115;92,42693;94,72242
"2004-11";146,0267;144,5859;156,3642;86,10145;122,9831;95,66505;128,6871;125,1671;123,0888;120,455
"2004-12";176,7622;170,7852;182,2177;119,3291;152,6725;130,9212;152,7133;157,4391;147,4805;162,1066
"2005-01";269,9876;248,2755;271,1497;191,9162;234,7958;222,4891;240,8047;261,0767;249,0153;256,2836
"2005-02";79,26302;63,46072;69,74429;54,59478;52,49709;33,83644;30,00405;24,92984;17,85847;23,84804
"2005-03";159,47;147,3911;174,0433;129,9479;142,0822;132,6718;167,4725;169,0639;176,9264;176,9784
"2005-04";207,7424;165,9496;228,7708;138,1823;179,6975;156,7839;229,9934;228,5353;240,1872;237,2175
"2005-05";108,234;76,94113;107,9356;63,39762;82,19642;67,67197;89,55535;86,92838;83,91991;76,15789
"2005-06";87,55923;61,00444;94,24005;44,23526;70,95224;48,36124;61,13034;57,53925;49,7098;44,37357
"2005-07";89,84145;62,2749;86,85556;43,18539;65,17935;47,5523;68,03534;64,52728;66,49652;61,21125
"2005-08";26,82023;17,21186;26,01226;14,32793;20,33943;15,45314;20,49875;19,91277;17,8434;16,82853
"2005-09";78,62626;55,016;74,27575;52,28232;64,2169;55,37101;63,80013;56,2597;64,61892;65,9336
"2005-10";101,7736;90,47062;104,6692;69,34067;86,87083;74,38981;88,9606;75,68136;103,901;121,8228
"2005-11";172,3981;164,427;184,1694;96,59673;145,7565;125,6684;173,0979;182,0991;187,4811;183,5432
"2005-12";216,6959;208,5653;229,0242;138,6438;190,9988;166,1304;206,3071;214,0541;213,0335;240,9897
"2006-01";202,2661;199,7254;210,8851;135,0982;174,4323;161,3385;198,1614;205,0308;196,3928;207,2211
"2006-02";229,8046;186,0562;236,4901;185,5847;221,9117;203,3478;217,436;240,5537;216,8518;224,8791
"2006-03";77,59604;72,37378;90,79591;63,16607;75,74538;69,92386;92,06599;92,54359;95,09491;94,43195
"2006-04";78,44439;63,6573;87,23414;49,71438;67,46932;53,99434;78,53589;75,56859;71,99258;70,18692
"2006-05";74,86227;51,34303;73,17004;43,42219;56,11763;45,24995;57,53584;60,99871;55,34975;55,92867
"2006-06";28,83786;18,73893;27,96267;15,46805;21,25597;14,68349;19,61009;20,29787;22,81561;27,21654
"2006-07";31,64381;21,99279;32,13979;16,32831;25,23261;19,79789;28,70798;28,00834;29,17585;29,23612
"2006-08";70,38375;42,38826;65,95866;41,80906;55,65619;45,51446;56,54497;61,99519;55,03663;57,46532
"2006-09";122,7722;83,00071;123,8802;88,90723;109,6198;94,40725;103,421;88,61137;92,86379;85,47923
"2006-10";193,4147;156,8121;185,91;139,5845;162,7711;141,3391;159,878;147,2959;165,0422;158,6164
"2006-11";193,0636;175,8951;197,5143;118,1687;165,3878;138,1915;175,7775;187,9369;180,142;185,7096
"2006-12";212,4504;210,0319;228,8222;144,0765;189,0831;164,6317;201,0876;210,8113;223,5753;242,8859
"2007-01";267,0491;254,6193;271,9609;181,7472;228,2899;213,0875;236,713;248,9138;223,8115;229,7035
"2007-02";92,81814;79,70006;97,79443;70,74512;82,01666;71,94939;106,448;105,6743;116,9963;111,8539
"2007-03";44,01193;38,63147;46,03171;37,52351;40,0654;37,68551;42,97929;44,31686;41,0667;44,84767
"2007-04";121,9244;93,36301;115,0841;76,61864;92,28537;74,96825;101,0762;99,2002;106,2033;98,38776
"2007-05";132,4801;95,12276;134,7679;78,14355;102,3354;84,36153;111,3607;109,2585;97,58226;77,87289
"2007-06";59,70403;36,83673;60,1204;38,64609;53,88924;39,54768;49,10302;49,95597;45,43904;40,68413
"2007-07";99,6677;71,89246;102,2721;44,17235;73,43539;54,7117;84,22885;76,66759;73,03574;61,22717
"2007-08";65,29004;38,46449;59,72897;38,85058;51,77554;40,33088;45,76277;49,73184;41,55575;35,91249
"2007-09";33,20893;24,54477;33,05837;22,1029;26,95893;24,65138;30,83405;26,74619;31,97833;33,42673
"2007-10";292,1428;231,0828;269,8575;202,9373;239,9124;210,6611;226,0842;212,8334;211,0779;189,1786
"2007-11";228,5383;224,571;244,2075;137,043;201,7179;156,5701;205,1402;205,7281;194,926;189,4222
"2007-12";232,2693;225,8901;247,6244;149,9354;210,3713;171,3291;227,5818;223,1963;227,7594;226,2382
"2008-01";198,3261;192,5266;211,0641;138,3296;175,2284;167,3965;186,9929;205,6497;193,1906;215,8699
"2008-02";170,8278;141,6943;172,3824;136,0755;150,3717;141,9497;158,84;171,5621;173,188;192,8733
"2008-03";250,0227;228,7248;264,0902;225,0604;236,0644;229,0104;226,539;248,2087;212,0143;218,5613
"2008-04";224,9175;183,9563;231,2914;148,2585;182,9677;144,746;194,8163;192,6649;188,2078;196,8431
"2008-05";91,81281;60,64522;88,97923;57,47607;72,59007;62,43677;75,38306;78,13609;67,00362;58,60838
"2008-06";63,26296;40,31723;61,44774;34,13079;48,69013;35,74582;44,35643;45,517;39,10095;31,66407
"2008-07";37,23896;24,7983;33,00357;16,74142;24,49628;16,33298;21,11777;18,70897;15,04751;11,1188
"2008-08";83,63904;56,4875;89,73993;46,02951;70,49231;54,80695;73,26517;71,01315;68,04823;67,74301
"2008-09";100,3192;73,95505;98,88259;65,27965;83,94289;76,2821;88,37329;78,11877;86,79276;86,05566
"2008-10";91,46454;77,04197;88,49919;64,61153;77,6277;67,44006;76,34725;66,2871;80,18023;90,18731
"2008-11";211,4815;199,0272;215,8449;132,564;182,3371;150,6629;175,0446;188,9636;166,5543;165,7101
"2008-12";194,5361;194,0604;205,2766;126,5208;173,4206;148,7004;193,0328;190,0401;183,1712;188,181
"2009-01";486,6585;461,6808;507,9257;334,9311;428,3289;402,7957;457,1224;497,3318;432,5313;400,4552
"2009-02";174,6259;149,5694;183,0378;141,2441;163,492;154,3055;173,2106;189,2849;181,561;181,5431
"2009-03";91,96305;86,59177;100,1159;71,88423;80,89551;71,71216;90,86888;87,40839;88,58975;96,75063
"2009-04";139,7431;115,0989;154,2377;93,26533;121,1222;101,7254;160,3657;148,1242;154,205;131,8799
"2009-05";71,00813;47,84198;69,02785;42,11638;52,75808;47,50467;59,47524;63,03488;63,99001;62,2121
"2009-06";75,10469;50,74084;80,21523;42,85522;61,58841;47,0057;67,99442;71,33325;77,46838;73,63245
"2009-07";113,1376;78,61967;112,1147;53,50011;86,7733;66,75328;96,50226;92,83652;92,33704;80,02521
"2009-08";79,74956;52,66218;81,94411;45,77258;63,98513;50,95458;68,13536;69,35588;72,93184;78,34067
"2009-09";129,5293;92,60547;127,0887;84,94839;108,3678;99,35584;121,0602;106,1086;117,0651;111,0498
"2009-10";274,8527;219,1987;267,5468;189,5106;241,552;204,2778;221,3468;195,9085;199,4561;183,4435
"2009-11";203,18;195,2653;214,61;123,4747;177,6078;136,9722;171,3954;173,6116;154,4644;142,2546
"2009-12";485,8563;465,9523;506,8875;338,8687;437,2483;386,5916;477,2786;487,1064;478,5833;464,1974
"2010-01";304,6567;282,0555;317,0347;209,0482;265,4186;247,4185;286,8331;310,4126;274,4509;266,5343
"2010-02";96,67858;81,76836;103,0385;72,60054;86,72704;73,81937;95,20212;96,54211;106,9084;117,0138
"2010-03";368,1151;334,3717;408,4534;283,5487;338,3045;321,7326;387,9718;419,9248;381,4509;383,2922
"2010-04";308,8174;260,7462;349,8386;206,2983;273,5719;221,5338;303,7433;293,2592;290,6939;269,8838
"2010-05";62,04039;41,80958;61,02049;37,6471;47,69126;38,89849;46,87436;48,88763;44,79926;44,0454
"2010-06";48,09008;31,82365;50,11613;26,00922;36,34533;25,92109;35,28819;31,11921;29,70858;26,82133
"2010-07";86,17702;59,63153;84,73985;41,29447;64,34322;48,89533;67,54312;67,27507;64,01326;58,79876
"2010-08";26,45819;16,21877;24,37536;14,6736;19,46866;14,70969;18,25961;18,51223;17,06744;17,47547
"2010-09";58,40979;46,02723;58,03073;37,32883;46,73606;40,4813;49,12432;42,14718;57,45025;73,34724
"2010-10";115,2175;93,29839;113,7457;83,53268;106,0582;90,54056;99,45367;87,99001;95,75505;93,21497
"2010-11";139,3043;126,2003;147,8009;89,73661;124,1216;105,916;129,1367;139,2792;137,4229;154,2211
"2010-12";227,8804;213,0169;236,8646;159,0132;207,2363;182,9197;215,6072;234,1198;217,4154;233,8645
"2011-01";139,0456;139,8181;149,6963;97,93704;124,468;116,083;138,2267;149,3916;149,0452;170,1063
"2011-02";46,5259;35,99114;45,74267;42,93837;41,29908;38,07521;40,13223;47,76819;41,97178;46,38843
"2011-03";151,8183;126,8549;154,3415;133,6746;146,8117;146,1992;138,077;161,6665;138,4389;155,483
"2011-04";254,4899;209,1066;279,7673;169,4163;224,175;194,0347;269,0281;276,3831;273,6184;279,3775
"2011-05";90,9176;62,55928;88,63809;50,51512;65,88776;53,56566;68,08325;69,85287;63,02619;55,22863
"2011-06";54,81616;36,20181;53,29092;29,5453;43,05475;31,48347;38,68817;39,00541;35,91666;32,30176
"2011-07";37,07848;27,14606;35,69498;14,70261;23,68462;14,61665;24,78883;19,14528;22,50513;22,81879
"2011-08";41,86193;27,72616;42,79401;21,7141;32,19532;24,03082;34,67752;32,57917;30,14275;28,88669
"2011-09";28,66926;20,95496;27,9865;19,00681;24,50769;21,37696;25,75877;20,78137;27,13888;29,60259
"2011-10";161,949;137,5233;164,3129;123,7582;142,747;129,9569;140,7621;125,2741;134,3741;127,8781
"2011-11";151,8405;141,1746;155,0095;92,81918;129,077;108,2416;133,7515;139,9402;134,9203;120,9196
"2011-12";203,3715;194,2129;213,4001;138,9465;181,6021;157,2708;198,1602;200,8664;200,7549;214,6319
"2012-01";269,9869;266,1058;293,6771;187,2859;236,3197;218,1673;258,3669;275,8358;261,1861;282,8902
"2012-02";41,07988;32,8859;40,62066;35,10551;36,0669;33,40116;35,79773;40,56221;39,13656;41,94672
"2012-03";153,4563;130,3467;155,4845;115,0317;131,2213;118,8745;137,7201;147,0567;135,5813;139,3331
"2012-04";69,4135;52,66397;72,25858;45,0602;58,08109;47,79736;64,31509;64,79448;62,05608;66,32592
"2012-05";168,4829;113,5323;162,7255;99,89595;129,9109;106,7235;129,6692;132,7103;122,026;104,6898
"2012-06";176,628;113,6022;168,8678;85,71738;127,9071;88,64272;126,3741;115,2425;130,5013;124,9545
"2012-07";91,53716;63,79525;85,92558;40,13163;61,87944;42,05558;60,18138;54,78296;47,25304;38,54695
"2012-08";35,81687;21,88929;32,72811;19,74759;26,15599;19,49143;25,08003;24,51391;23,14716;23,40667
"2012-09";102,5778;78,42915;100,6919;70,8988;84,95708;75,01823;82,75995;71,69924;79,91016;78,58562
"2012-10";86,44921;72,05638;81,37674;61,78448;69,75072;58,15213;64,75802;57,82035;64,89366;70,72813
"2012-11";124,1121;121,7906;140,8161;81,44011;119,14;105,2476;137,8388;141,728;142,09;133,515
"2012-12";94,12215;83,06157;96,78571;71,45509;91,34066;91,68417;104,3282;123,267;118,8279;132,9635
"2013-01";335,8787;324,6913;350,6375;231,2448;288,9333;264,9396;304,8483;318,7742;305,5512;349,5266
"2013-02";160,8084;141,4435;168,2966;125,3294;148,0804;138,3466;160,8882;175,6976;166,4946;180,7325
"2013-03";239,7756;210,5173;261,7753;209,6639;227,7926;222,0627;261,2998;295,1307;265,2185;275,4338
"2013-04";132,4331;112,1722;146,4155;88,83038;112,3127;98,3726;126,2622;131,7626;126,4105;127,4142
"2013-05";105,8369;71,53488;106,8676;65,75165;82,72506;70,29197;84,89175;86,88135;80,11272;71,42708
"2013-06";105,3435;68,53105;109,9973;62,09184;87,61849;67,66476;84,51905;84,89687;85,63216;83,27554
"2013-07";111,5957;75,66862;107,8809;53,72886;85,83082;61,45143;82,87771;76,3627;73,40498;68,45188
"2013-08";25,80549;16,59448;25,03701;14,07824;19,44806;13,9784;18,49036;17,22383;16,18697;14,90218
"2013-09";177,4947;122,976;155,4241;121,9098;140,1077;121,5327;130,3611;114,6343;118,2117;114,7459
"2013-10";85,14716;70,85957;84,01083;70,85307;78,38107;71,05479;67,40592;64,25963;62,91856;64,59026
"2013-11";136,9605;129,7911;139,9376;88,24;118,1587;94,16599;116,4076;112,5459;113,9596;115,4304
"2013-12";240,4651;207,4976;228,5337;182,216;216,6018;195,3962;205,0971;241,0314;216,4575;225,6642
"2014-01";93,03063;86,02704;94,19613;67,3101;81,55102;77,44505;83,14236;93,06088;82,94658;88,72375
"2014-02";38,64684;31,93936;38,13541;31,13458;34,48241;30,2087;32,28124;32,50876;28,88137;29,21808
"2014-03";119,2567;106,2602;131,7673;99,84474;110,8315;101,9654;130,374;134,0786;130,4915;133,5387
"2014-04";142,1246;113,4338;159,5251;95,92178;125,7789;106,9857;150,6537;160,2424;159,6298;151,9274
"2014-05";79,91383;52,63834;75,43951;48,4819;61,12423;54,33479;60,91762;64,56702;54,93042;46,99179
"2014-06";83,408;53,46291;83,04365;50,68279;70,38459;54,32737;69,75732;68,97686;70,41603;64,95244
"2014-07";123,6652;81,57929;125,7943;69,26779;107,721;90,45006;115,4539;124,238;118,0178;116,507
"2014-08";44,17622;26,67421;40,06201;21,64167;30,54725;20,47304;24,77321;22,23431;20,98597;19,82846
"2014-09";45,70201;32,07119;47,59303;38,1908;45,96881;45,82713;48,79886;49,62968;53,59212;59,13132
"2014-10";45,72812;34,28537;41,67689;37,67393;39,09407;36,24857;36,0327;37,15627;36,83577;34,19227
"2014-11";82,98971;79,1243;85,50494;56,50286;75,53976;61,22994;70,18725;70,64703;67,33759;70,17888
"2014-12";65,62067;63,45138;67,59886;47,26304;58,25015;53,35322;62,75572;67,85954;64,9167;71,01435
"2015-01";221,899;196,0194;217,0445;158,0717;192,0968;178,272;202,8132;215,1758;200,3089;201,3309
"2015-02";114,0014;101,219;122,6469;90,2203;108,1032;94,65768;111,9947;114,7533;109,7162;125,4666
"2015-03";197,577;175,1065;216,0363;176,0766;179,1535;188,9374;231,8036;258,0061;246,8654;240,9906
"2015-04";67,75281;52,83552;72,62409;47,22559;62,46111;55,36569;69,08297;76,8812;68,39575;73,50172
"2015-05";114,0452;76,12417;111,6908;65,86343;87,39487;66,09494;84,66953;82,89978;72,84808;61,94775
"2015-06";69,37807;42,63213;68,29036;42,53951;58,91908;48,69904;50,74068;55,76253;49,49191;40,398
"2015-07";32,1313;23,29632;32,3297;15,20072;24,32401;17,65399;25,06164;23,56042;22,82569;20,53192
"2015-08";22,14184;13,42197;20,87767;13,10682;17,7102;13,48234;15,77278;17,40328;16,01465;16,01859
"2015-09";124,8203;91,60809;126,2499;84,35858;101,8839;90,29514;99,63011;84,93826;87,02073;82,25849
"2015-10";49,89132;41,30819;48,24666;34,59923;41,54523;34,51319;39,0652;34,68309;36,33736;35,69207
"2015-11";309,7071;280,8098;319,4627;213,4547;275,3123;231,3353;258,9124;278,0497;250,9463;242,7468
"2015-12";124,759;111,7894;126,758;92,00187;114,9821;106,0079;123,9491;129,6952;133,7898;150,1253
"2016-01";185,6136;167,4711;189,1757;149,2543;174,6599;181,1202;197,7817;230,3273;219,7547;236,9142
"2016-02";176,1425;141,8146;174,0255;138,2293;150,345;132,0048;133,7049;140,8842;123,335;136,4979
"2016-03";339,9261;310,9926;383,5972;268,5355;304,8319;285,392;365,6379;369,3516;355,6766;357,4381
"2016-04";43,16352;32,97279;43,30613;28,88472;34,68932;29,40747;34,42526;36,58432;33,41296;33,80275
"2016-05";60,06399;41,04117;61,09603;35,50537;47,36602;41,72644;50,48239;51,63607;48,56009;42,91426
"2016-06";107,5747;69,66542;108,6387;64,7514;90,08967;70,75993;85,9398;88,14304;85,5881;78,24484
"2016-07";23,0752;16,34437;22,72608;10,2307;16,62883;11,01059;15,64028;13,2896;12,29443;10,89774
"2016-08";55,83718;35,12768;53,46888;32,20834;43,02544;33,13654;41,10147;40,8437;40,0228;38,05239
"2016-09";53,1971;33,9249;47,44014;40,31193;45,65173;41,96591;41,08581;37,27487;38,97535;33,39331
"2016-10";59,0414;50,8779;62,64331;45,20977;53,06984;48,31976;53,09047;46,12019;49,86829;54,5276
